OID_,BARRIER_NAME,SOURCE_ID,BARRIER_GROUP,BARRIER_TYPE,BARRIER_SPECIFIC,DAM_HEIGHT_ft,SOURCE,URL,UID,Elev_m,Slope_site_perc,Slope_segment_perc,Slope_reach_perc,Qmad_cfs,Latitude,Longitude,Sample_Type,Sampled,Sample_Date,Observer,Barrier_Expected,Barrier_Observed,Stream_Wetted,Barrier_Access,Bridge_Type,Bridge_Obstruction,Culverts_Total,Culvert_Gated,Backwatered,Water_surface_drop_m,Span_m,Bankfull_width_m,Span_div_bankfull,Rise_m,Bed_material_throughout,Bed_material_depth_outlet_m,Countersunk,Elevation_inlet_m,Elevation_outlet_m,Length_m,Slope_perc,ACCESS_LIMIT,HUC8,Basin,Depth_m,Velocity_mps,Pass_WDFG,Limit_WDFG,tnmfrc,mtfcc_code,Pass
2133,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_94284,1885.1856689,2.1510000,0.6400000,0.5600000,11.077999999999999,42.358476410000002,-111.075694549999994,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,S1200,
2134,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_83797,1886.7279053,5.8220000,0.6400000,0.0600000,11.077999999999999,42.363598680000003,-111.070380439999994,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2135,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_46491,1945.8253174,8.3000002,3.0999999,1.3900000,5.517000000000000,42.420997589999999,-111.064798370000005,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,S1500,
2136,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_38993,1911.7631836,3.9040000,3.0999999,0.3100000,6.017000000000000,42.402147690000000,-111.055672099999995,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2137,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_10589,1869.0822754,3.5020001,0.2500000,0.1100000,66.427999999999997,42.327178470000000,-111.062409560000006,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1740,
2138,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_90371,1888.3176270,10.0710001,0.6400000,0.8700000,11.077999999999999,42.367444190000001,-111.071826380000005,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2139,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_94848,1929.1240234,4.4310002,3.0999999,1.3800000,5.517000000000000,42.413817719999997,-111.059837590000001,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,S1500,
2140,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_61635,1934.6662598,3.8670001,3.0999999,1.2500000,5.517000000000000,42.416249229999998,-111.061492509999994,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,S1500,
2141,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_40330,1856.9119873,3.8720000,0.0800000,0.1000000,77.350999999999999,42.285847199999999,-111.077673469999993,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1740,
2142,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_21594,1875.5720215,1.3180000,0.6400000,0.4100000,12.268000000000001,42.343997060000000,-111.072026289999997,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2143,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_30021,1907.6453857,1.2020000,0.6400000,0.3400000,9.565000000000000,42.395343629999999,-111.072370230000004,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,S1500,
2144,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_26937,1960.5605469,3.5360000,0.7700000,0.9400000,19.439000000000000,42.428885319999999,-110.984411420000001,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2145,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_46924,1973.7816162,3.1029999,1.2900000,0.8900000,14.382999999999999,42.387910429999998,-110.937199320000005,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,S1500,
2146,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_48392,1928.4980469,12.9940004,1.4600000,0.1100000,12.782000000000000,42.400803969999998,-111.005071200000003,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2147,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_15445,1972.8288574,8.2620001,0.7700000,1.1400000,19.439000000000000,42.433768839999999,-110.984007550000001,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,S1200,
2148,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_64180,1943.0971680,5.8060002,1.2900000,1.5300000,22.164000000000001,42.395253869999998,-110.980819810000000,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,S1500,
2149,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_24543,2018.0578613,2.8659999,0.7700000,1.4600000,16.716000000000001,42.466608119999997,-110.968816810000007,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2150,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_31376,1934.6392822,14.8500004,0.7700000,0.3500000,21.782000000000000,42.401190829999997,-110.991372699999999,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,S1200,
2151,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_91667,1929.9812012,9.6840000,1.4600000,0.3300000,12.297000000000001,42.402243339999998,-110.998897979999995,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2152,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_13830,1971.3670654,10.4110003,0.7700000,0.7600000,19.439000000000000,42.435455570000002,-110.983849690000000,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,S1200,
2153,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_90535,1935.3665771,7.8090000,1.4600000,0.9500000,12.297000000000001,42.406657600000003,-110.998306159999998,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2154,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_64999,1904.8347168,6.0609999,0.2800000,0.4200000,61.347999999999999,42.395886760000003,-111.047831439999996,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,S1200,
2155,,000000000L59255,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_87293,2087.1425781,4.9840002,0.3400000,0.4000000,128.393000000000001,42.343209209999998,-110.875377040000004,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,S1500,
2156,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_55743,2117.9980469,2.7720001,0.6700000,0.4400000,46.975999999999999,42.376629350000002,-110.857060559999994,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,S1500,
2157,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_50223,1993.4522705,5.9510002,1.2900000,1.2000000,14.074999999999999,42.380401270000000,-110.925788359999999,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,S1500,
2158,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_98240,2040.2528076,1.3810000,0.3400000,0.6000000,200.841000000000008,42.286243399999996,-110.871880660000002,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,S1500,
2159,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_19980,2203.8422852,2.4360001,0.7700000,0.7700000,40.298999999999999,42.380125370000002,-110.785213900000002,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2160,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_37947,2289.6618652,2.6680000,1.1100000,1.6799999,19.582000000000001,42.435107760000001,-110.781108459999999,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2161,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_96504,2173.5610352,13.7259998,1.2200000,1.0400000,2.705000000000000,42.430188889999997,-110.865389919999998,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,S1500,
2162,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_16871,2141.5893555,2.1450000,1.2200000,0.6500000,3.996000000000000,42.404290709999998,-110.872595680000003,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,S1500,
2163,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_95071,2169.5703125,0.5310000,0.6300000,0.7500000,66.689999999999998,42.360385479999998,-110.808076880000002,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,S1500,
2164,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_41367,2279.8825684,4.4210000,1.1100000,1.0599999,19.582000000000001,42.430266529999997,-110.780736509999997,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2165,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_60298,2110.4936523,7.1040001,1.2200000,0.5800000,5.755000000000000,42.371882560000003,-110.873362959999994,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,S1500,
2166,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_55930,2236.9450684,16.9069996,1.1100000,1.1900001,20.823000000000000,42.399012540000001,-110.781189810000001,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2167,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_10520,2165.9089355,15.9010000,1.2700000,3.6800001,7.535000000000000,42.359597000000001,-110.812726369999993,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,S1500,
2168,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_2349,2129.9318848,6.9910002,1.2200000,0.4900000,5.180000000000000,42.391299590000003,-110.874220159999993,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,S1500,
2169,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_82741,2193.3178711,1.4930000,1.0599999,1.2300000,28.324000000000002,42.371943240000000,-110.789002490000001,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2170,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_40038,2194.4184570,1.7690001,0.7700000,0.6100000,40.298999999999999,42.374180670000001,-110.789372330000006,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2171,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_66333,2044.4663086,6.1989999,0.3400000,0.6300000,200.068000000000012,42.293227920000000,-110.872644030000004,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,S1500,
2172,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_50547,2153.8291016,3.5030000,3.1099999,2.5000000,2.467000000000000,42.495573710000002,-111.949422830000003,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2173,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_76333,2177.1640625,3.7600000,3.1099999,2.6199999,1.982000000000000,42.499939529999999,-111.953440139999998,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2174,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_38470,1893.9692383,6.9610000,4.9699998,10.5100002,0.526000000000000,42.519361000000004,-111.888341470000000,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2175,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_99755,2081.4387207,6.6690001,4.2600002,6.1300001,1.307000000000000,42.541546120000000,-111.915651720000000,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2176,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_37707,2038.2570801,11.3950005,4.2600002,6.6599998,1.307000000000000,42.539828170000000,-111.910147240000001,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2177,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_43042,2162.5788574,5.1469998,4.6700001,2.5999999,1.667000000000000,42.494398680000003,-111.941318370000005,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,S1500,
2178,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_13499,1965.7485352,24.5939999,4.2600002,5.7199998,2.932000000000000,42.537242100000000,-111.898914189999999,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2179,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_86566,1898.1634521,8.2309999,4.2600002,3.3800001,2.932000000000000,42.535730600000001,-111.885431440000005,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2180,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_89125,1939.8551025,5.4120002,5.6199999,4.7600002,2.911000000000000,42.534077510000003,-111.896807740000000,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2181,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_75469,1861.8804932,12.0249996,5.6199999,0.6900000,2.911000000000000,42.526442660000001,-111.878118180000001,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2182,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_88533,1911.9472656,22.3239994,7.6900001,9.4600000,1.976000000000000,42.494250909999998,-111.877101469999999,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2183,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_92648,1994.2702637,11.2170000,4.2600002,4.9400001,2.932000000000000,42.539353200000001,-111.903341729999994,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2184,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_18482,1878.9213867,7.3160000,4.2600002,3.3900001,2.932000000000000,42.534986310000001,-111.878971260000000,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2185,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_9833,1889.4930420,2.9640000,4.2600002,1.3400000,2.932000000000000,42.535441159999998,-111.881664029999996,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2186,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_2421,1978.3150635,8.9350004,5.6199999,4.6999998,2.911000000000000,42.536834239999997,-111.902362269999998,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2187,,000000000014020,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_57186,1683.6101074,0.4190000,0.4900000,0.0300000,846.750000000000000,42.586138439999999,-111.730536229999998,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2188,,000000000019165,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_93085,1500.7440186,0.0000000,0.4900000,0.0000000,847.445000000000050,42.495010600000001,-111.791921380000005,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1740,
2189,,000000000019170,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_60717,1678.1234131,1.5400000,0.4900000,0.0100000,847.067000000000007,42.576353210000001,-111.752196889999993,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1740,
2190,,000000000023230,Non-culvert Road Crossing,Bridge,Tee_Beam,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_81174,1697.5451660,14.0509996,0.4900000,1.4299999,846.743000000000052,42.596501990000000,-111.717123740000005,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2191,GRACE MAIN,18942,Dam,Dam,ERTC,51,US_ARMY_CORPS_OF_ENGINEERS,https://nid.sec.usace.army.mil/ords/f?p=105:1::::::,UID_54027,1691.5439453,39.2789993,0.4900000,3.4000001,846.750000000000000,42.587342919999998,-111.728225039999998,,,,,Dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,0.0
2192,SODA,18944,Dam,Dam,CNPGRE,103,US_ARMY_CORPS_OF_ENGINEERS,https://nid.sec.usace.army.mil/ords/f?p=105:1::::::,UID_85000,1744.4000244,0.0000000,0.4900000,4.1500001,845.878000000000043,42.644396790000002,-111.695550949999998,,,,,Dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,0.0
2193,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_17546,1507.4584961,2.1459999,3.0799999,2.0300000,14.760000000000000,42.495690629999999,-111.794643469999997,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2194,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_25347,1791.4052734,4.4770002,7.6900001,6.0999999,1.976000000000000,42.497461829999999,-111.861029279999997,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2195,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_55690,1788.0637207,31.8439999,3.7400000,4.0400000,9.302000000000000,42.504312700000000,-111.864141369999999,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2196,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_34785,1822.4202881,7.7259998,5.6199999,2.3399999,2.911000000000000,42.517917750000002,-111.867468169999995,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2197,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_44703,1849.4521484,3.1459999,4.2600002,1.7800000,2.932000000000000,42.529280739999997,-111.867626049999998,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
2198,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_43363,1724.8807373,26.8470001,0.4900000,0.8300000,846.394999999999982,42.605584250000000,-111.706110339999995,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1740,
